normalized_name,observed_rows,raw_name_variants,distinct_restaurant_ids,confidence,review_status
shake busters,2,1,2,High,Conservative normalization
shake it off,2,1,2,High,Conservative normalization
shake junction,2,1,2,High,Conservative normalization
shake n score,2,2,2,Medium,Conservative normalization
shake ocean,2,2,2,Medium,Conservative normalization
shake villa,2,1,2,High,Conservative normalization
shakerzone,2,1,2,High,Conservative normalization
shakes and bakes,2,2,2,Medium,Conservative normalization
shakes and burgers,2,1,2,High,Conservative normalization
shakes and more,2,1,2,High,Conservative normalization
shakes and scoops,2,2,2,Medium,Conservative normalization
shakes bar,2,2,2,Medium,Conservative normalization
shakes factory,2,2,2,Medium,Conservative normalization
shakes hub,2,2,2,Medium,Conservative normalization
shakes n bites,2,2,2,Medium,Conservative normalization
shakes n snacks,2,2,2,Medium,Conservative normalization
shakes planet,2,1,2,High,Conservative normalization
shakes story,2,1,2,High,Conservative normalization
shakes town,2,1,2,High,Conservative normalization
shakes village,2,1,2,High,Conservative normalization
shakes world,2,1,2,High,Conservative normalization
shakesphere,2,1,2,High,Conservative normalization
shakeywakey,2,1,2,High,Conservative normalization
shalimar,2,1,2,High,Conservative normalization
shalimar caterers,2,1,2,High,Conservative normalization
shalini s salads,2,1,2,High,Conservative normalization
shama chicken biryani corner,2,1,2,High,Conservative normalization
shama muradabadi chicken corner,2,2,2,Medium,Conservative normalization
shamby s pizza cafe,2,2,2,Medium,Conservative normalization
shamiyana,2,1,2,High,Conservative normalization
shandaar,2,2,2,Medium,Conservative normalization
shandaar shawarma,2,1,2,High,Conservative normalization
shanghai chinese fast food,2,2,2,Medium,Conservative normalization
shanghai delight,2,1,2,High,Conservative normalization
shanghai kitchen,2,1,2,High,Conservative normalization
shanghai noodles,2,1,2,High,Conservative normalization
shanti restaurant,2,2,2,Medium,Conservative normalization
shaolin,2,1,2,High,Conservative normalization
shappu curry,2,2,2,Medium,Conservative normalization
sharda bhel,2,1,2,High,Conservative normalization
share chai,2,1,2,High,Conservative normalization
shariffs biryaneez,2,2,2,Medium,Conservative normalization
sharing spoon,2,2,2,Medium,Conservative normalization
sharma bhojanalaya,2,1,2,High,Conservative normalization
sharma bhojnalay,2,1,2,High,Conservative normalization
sharma foods,2,2,2,Medium,Conservative normalization
sharma hotel,2,1,2,High,Conservative normalization
sharma punjabi restaurant,2,1,2,High,Conservative normalization
sharma sweets,2,1,2,High,Conservative normalization
sharma sweets and restaurant,2,2,2,Medium,Conservative normalization
sharma sweets and snacks,2,2,2,Medium,Conservative normalization
sharma vaishno dhaba,2,1,2,High,Conservative normalization
shatanand bar and restaurant,2,1,2,High,Conservative normalization
shawarma,2,2,2,Medium,Conservative normalization
shawarma addiction,2,2,2,Medium,Conservative normalization
shawarma and more,2,1,2,High,Conservative normalization
shawarma brothers,2,1,2,High,Conservative normalization
shawarma club,2,1,2,High,Conservative normalization
shawarma cravings,2,1,2,High,Conservative normalization
shawarma culture,2,2,2,Medium,Conservative normalization
shawarma doner,2,1,2,High,Conservative normalization
shawarma fusion,2,2,2,Medium,Conservative normalization
shawarma grill,2,1,2,High,Conservative normalization
shawarma palace,2,2,2,Medium,Conservative normalization
shawarma queen,2,2,2,Medium,Conservative normalization
shawarma republic,2,1,2,High,Conservative normalization
shawarma squad,2,2,2,Medium,Conservative normalization
shawarma stop,2,1,2,High,Conservative normalization
shawarma stories,2,2,2,Medium,Conservative normalization
shawarma street,2,1,2,High,Conservative normalization
shawarma studio,2,2,2,Medium,Conservative normalization
shawarma world,2,1,2,High,Conservative normalization
shawarma wrap roll your secrets,2,2,2,Medium,Conservative normalization
shawarmer the grill house,2,2,2,Medium,Conservative normalization
sheetal restaurant and bar,2,1,2,High,Conservative normalization
sher a punjab,2,2,2,Medium,Conservative normalization
sher e bengal,2,2,2,Medium,Conservative normalization
sher e hindustani restaurant,2,1,2,High,Conservative normalization
sher e kolaghat,2,2,2,Medium,Conservative normalization
sher e punjab restaurant,2,2,2,Medium,Conservative normalization
shere e punjab,2,2,2,Medium,Conservative normalization
shere punjab hotel,2,1,2,High,Conservative normalization
shere punjab punjabi dhaba,2,2,2,Medium,Conservative normalization
shero home my bowl,2,1,2,High,Conservative normalization
shetty lunch home,2,1,2,High,Conservative normalization
shimla biryani,2,2,2,Medium,Conservative normalization
shine bakery,2,2,2,Medium,Conservative normalization
shiv bakers,2,1,2,High,Conservative normalization
shiv chinese center,2,1,2,High,Conservative normalization
shiv restaurant,2,2,2,Medium,Conservative normalization
shiv sagar veg restaurant,2,1,2,High,Conservative normalization
shiv shakti bakery,2,2,2,Medium,Conservative normalization
shiv shakti fast food,2,1,2,High,Conservative normalization
shiv shankar bhojnalaya,2,1,2,High,Conservative normalization
shiva cafe,2,2,2,Medium,Conservative normalization
shiva dhaba,2,2,2,Medium,Conservative normalization
shiva fast food,2,2,2,Medium,Conservative normalization
shiva foods,2,2,2,Medium,Conservative normalization
shiva vaishno dhaba,2,1,2,High,Conservative normalization
shivam,2,2,2,Medium,Conservative normalization
shivam bhojnalay,2,1,2,High,Conservative normalization
shivam dhaba,2,1,2,High,Conservative normalization
shivam pizza corner,2,2,2,Medium,Conservative normalization
shivani s kitchen,2,2,2,Medium,Conservative normalization
shivansh foods,2,1,2,High,Conservative normalization
shivas coffee bar and snacks,2,2,2,Medium,Conservative normalization
shivay restaurant,2,1,2,High,Conservative normalization
shivshakti pure veg,2,2,2,Medium,Conservative normalization
shoyu,2,1,2,High,Conservative normalization
shraddha restaurant,2,1,2,High,Conservative normalization
shree aboorvaas pure veg restaurant,2,2,2,Medium,Conservative normalization
shree balaji foods,2,2,2,Medium,Conservative normalization
shree bhagwati fast food,2,1,2,High,Conservative normalization
shree bhairavnath misthan bhandar rabdi guru,2,2,2,Medium,Conservative normalization
shree bikaner sweets,2,1,2,High,Conservative normalization
shree canteen,2,1,2,High,Conservative normalization
shree chinese,2,1,2,High,Conservative normalization
shree durga restaurant,2,2,2,Medium,Conservative normalization
shree ganesh,2,2,2,Medium,Conservative normalization
shree ganesh family restaurant,2,1,2,High,Conservative normalization
shree ganesh farsan,2,1,2,High,Conservative normalization
shree ganesh fast food,2,1,2,High,Conservative normalization
shree ganesh omlet,2,2,2,Medium,Conservative normalization
shree ganesh sagar,2,1,2,High,Conservative normalization
shree guru family restaurant,2,2,2,Medium,Conservative normalization
shree hari restaurant,2,1,2,High,Conservative normalization
shree kitchen,2,1,2,High,Conservative normalization
shree konar vilas,2,1,2,High,Conservative normalization
shree krishna,2,2,2,Medium,Conservative normalization
shree krishna fast food,2,1,2,High,Conservative normalization
shree krishna hot chips,2,2,2,Medium,Conservative normalization
shree krishna restaurant,2,2,2,Medium,Conservative normalization
shree krishna sweets,2,2,2,Medium,Conservative normalization
shree mohans karachi sweet mart,2,2,2,Medium,Conservative normalization
shree pappu restaurant,2,1,2,High,Conservative normalization
shree ram cafe,2,1,2,High,Conservative normalization
shree sai chinese corner,2,2,2,Medium,Conservative normalization
shree sai fast food,2,2,2,Medium,Conservative normalization
shree sai restaurant,2,2,2,Medium,Conservative normalization
shree santhosh family dhaba,2,1,2,High,Conservative normalization
shree santosh dhaba,2,1,2,High,Conservative normalization
shree satya vijay ice cream,2,1,2,High,Conservative normalization
shree shyam foods,2,1,2,High,Conservative normalization
shreeji bakers,2,2,2,Medium,Conservative normalization
shreeji farali center,2,1,2,High,Conservative normalization
shreeji food zone,2,1,2,High,Conservative normalization
shreeji khana khazana,2,1,2,High,Conservative normalization
shreejikrupa,2,1,2,High,Conservative normalization
shreenath ice cream,2,2,2,Medium,Conservative normalization
shreenath sandwich,2,1,2,High,Conservative normalization
shri agrawal sweets and namkeen,2,2,2,Medium,Conservative normalization
shri anandam restaurant,2,2,2,Medium,Conservative normalization
shri anandhaas veg,2,1,2,High,Conservative normalization
shri basaveshwara khanavali,2,2,2,Medium,Conservative normalization
shri bikaner misthan bhandar,2,1,2,High,Conservative normalization
shri gajanan shegaon kachori,2,2,2,Medium,Conservative normalization
shri ganesh chat bhandar,2,2,2,Medium,Conservative normalization
shri ganesh kitchen,2,1,2,High,Conservative normalization
shri ganesh sweet house,2,1,1,High,Conservative normalization
shri gowri krishnaa,2,1,2,High,Conservative normalization
shri gupta sweets,2,1,2,High,Conservative normalization
shri guru kripa bhojnalaya,2,2,2,Medium,Conservative normalization
shri gurukripa restaurant,2,1,2,High,Conservative normalization
shri hari restaurant,2,1,2,High,Conservative normalization
shri krishna restaurant,2,2,2,Medium,Conservative normalization
shri nath pav bhaji,2,1,2,High,Conservative normalization
shri ram dhaba,2,2,2,Medium,Conservative normalization
shri ram restaurant,2,2,2,Medium,Conservative normalization
shri sai chaap corner,2,1,2,High,Conservative normalization
shri sai lunch home,2,2,2,Medium,Conservative normalization
shri santosh family dhaba,2,2,2,Medium,Conservative normalization
shri satya vijay patel ice cream,2,1,2,High,Conservative normalization
shri shyam bakery,2,2,2,Medium,Conservative normalization
shri shyam dhaba,2,2,2,Medium,Conservative normalization
shri swami samarth paratha and misal house,2,2,2,Medium,Conservative normalization
shriji khana khazana,2,1,2,High,Conservative normalization
shriji rasoi,2,1,2,High,Conservative normalization
shrimanti misal and snacks,2,2,2,Medium,Conservative normalization
shris coffee,2,2,2,Medium,Conservative normalization
shrodinger s pizza,2,1,2,High,Conservative normalization
shubh sweet and snacks corner,2,1,2,High,Conservative normalization
shuddh desi khana,2,1,2,High,Conservative normalization
shudh vaishno rasoi,2,1,2,High,Conservative normalization
shyam fast food corner,2,2,2,Medium,Conservative normalization
shyam food corner,2,2,2,Medium,Conservative normalization
shyam ki rasoi,2,2,2,Medium,Conservative normalization
shyam restaurant,2,1,2,High,Conservative normalization
shyam s bombay halwa house,2,2,2,Medium,Conservative normalization
shyam sweets,2,2,2,Medium,Conservative normalization
sicily,2,1,2,High,Conservative normalization
siddhi restaurant,2,1,2,High,Conservative normalization
siddi fast food,2,2,2,Medium,Conservative normalization
siddique kabab centre,2,2,2,Medium,Conservative normalization
side dish,2,2,2,Medium,Conservative normalization
side dish factory,2,1,2,High,Conservative normalization
side wok,2,1,2,High,Conservative normalization
sigdi dosa,2,1,2,High,Conservative normalization
sigdi restaurant,2,1,2,High,Conservative normalization
signature cafe,2,2,2,Medium,Conservative normalization
signature restaurant,2,1,2,High,Conservative normalization
sijis pizza street,2,1,2,High,Conservative normalization
sikkim momo,2,1,2,High,Conservative normalization
sikkim momos,2,1,2,High,Conservative normalization
silver leaf,2,1,2,High,Conservative normalization
simbox,2,1,2,High,Conservative normalization
simla canteen,2,2,2,Medium,Conservative normalization
simple kitchen,2,1,2,High,Conservative normalization
simplee shawarma,2,2,2,Medium,Conservative normalization
simply delicious,2,2,2,Medium,Conservative normalization
simply desi,2,1,2,High,Conservative normalization
simply dosa,2,1,2,High,Conservative normalization
simply madras,2,1,2,High,Conservative normalization
sind bakery,2,2,2,Medium,Conservative normalization
sindh sweets,2,1,2,High,Conservative normalization
sindhi chicken corner,2,1,2,High,Conservative normalization
sindhoora gardenia,2,1,2,High,Conservative normalization
singh and ching,2,2,2,Medium,Conservative normalization
singh bakers,2,2,2,Medium,Conservative normalization
singh bakery,2,1,2,High,Conservative normalization
singh burger,2,1,2,High,Conservative normalization
singh chicken,2,1,2,High,Conservative normalization
singh chicken corner,2,2,2,Medium,Conservative normalization
singh grill chaap,2,1,2,High,Conservative normalization
singh kitchen,2,2,2,Medium,Conservative normalization
singh restaurant,2,1,2,High,Conservative normalization
singh s kitchen,2,1,2,High,Conservative normalization
singh s tadka,2,2,2,Medium,Conservative normalization
singh s tandoor,2,2,2,Medium,Conservative normalization
singh s veg grill,2,2,2,Medium,Conservative normalization
singh saab da dhaba,2,2,2,Medium,Conservative normalization
singh sahab,2,2,2,Medium,Conservative normalization
singh special kitchen,2,1,2,High,Conservative normalization
singla s,2,1,2,High,Conservative normalization
sippers,2,1,2,High,Conservative normalization
sitara family restaurant,2,1,2,High,Conservative normalization
sivarama reddy sweets,2,1,2,High,Conservative normalization
six degree restaurant,2,2,2,Medium,Conservative normalization
six degrees,2,2,2,Medium,Conservative normalization
sizzlers pizza inn,2,2,2,Medium,Conservative normalization
